"module name","license","repository"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.21.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-unicode-sets-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-generator-functions@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-class-properties@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-class-static-block@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.21.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dynamic-import@7.22.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-export-namespace-from@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-flow-strip-types@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-json-strings@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-logical-assignment-operators@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.20.11","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-nullish-coalescing-operator@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-numeric-separator@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-rest-spread@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-optional-catch-binding@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-optional-chaining@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-private-methods@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-private-property-in-object@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-self@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-source@7.19.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typescript@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-property-regex@7.22.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-sets-regex@7.22.3","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.21.5","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.22.4","MIT","https://github.com/babel/babel"
"@babel/preset-flow@7.21.4","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.5","MIT","https://github.com/babel/preset-modules"
"@babel/preset-typescript@7.21.5","MIT","https://github.com/babel/babel"
"@babel/register@7.21.0","MIT","https://github.com/babel/babel"
"@babel/regjsgen@0.8.0","MIT","https://github.com/bnjmnt4n/regjsgen"
"@babel/runtime@7.22.3","MIT","https://github.com/babel/babel"
"@babel/template@7.21.9","MIT","https://github.com/babel/babel"
"@babel/template@7.22.5","MIT","https://github.com/babel/babel"
"@babel/traverse@7.21.5","MIT","https://github.com/babel/babel"
"@babel/traverse@7.22.4","MIT","https://github.com/babel/babel"
"@babel/traverse@7.22.5","MIT","https://github.com/babel/babel"
"@babel/types@7.21.5","MIT","https://github.com/babel/babel"
"@babel/types@7.22.4","MIT","https://github.com/babel/babel"
"@babel/types@7.22.5","MIT","https://github.com/babel/babel"
"@base2/pretty-print-object@1.0.1","BSD-2-Clause","https://github.com/Chris-Baker/pretty-print-object"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@colors/colors@1.5.0","MIT","https://github.com/DABH/colors.js"
"@discoveryjs/json-ext@0.5.7","MIT","https://github.com/discoveryjs/json-ext"
"@emotion/babel-plugin@11.11.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/babel-plugin"
"@emotion/cache@11.11.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/cache"
"@emotion/css@11.11.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/css"
"@emotion/hash@0.9.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/hash"
"@emotion/is-prop-valid@0.8.8","MIT","https://github.com/emotion-js/emotion/tree/master/packages/is-prop-valid"
"@emotion/is-prop-valid@1.2.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/is-prop-valid"
"@emotion/memoize@0.7.4","MIT","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/memoize@0.8.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/memoize"
"@emotion/react@11.11.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/react"
"@emotion/serialize@1.1.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/serialize"
"@emotion/sheet@1.2.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/sheet"
"@emotion/styled@11.11.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/styled"
"@emotion/stylis@0.8.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/stylis"
"@emotion/unitless@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/unitless"
"@emotion/unitless@0.8.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/unitless"
"@emotion/use-insertion-effect-with-fallbacks@1.0.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/use-insertion-effect-with-fallbacks"
"@emotion/utils@1.2.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/utils"
"@emotion/weak-memoize@0.3.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/weak-memoize"
"@esbuild-kit/cjs-loader@2.4.2","MIT","https://github.com/esbuild-kit/cjs-loader"
"@esbuild-kit/core-utils@3.1.0","MIT","https://github.com/esbuild-kit/core-utils"
"@esbuild-kit/esm-loader@2.5.5","MIT","https://github.com/esbuild-kit/esm-loader"
"@esbuild/darwin-arm64@0.17.19","MIT","https://github.com/evanw/esbuild"
"@eslint-community/eslint-utils@4.4.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.5.1","MIT","https://github.com/eslint-community/regexpp"
"@eslint/eslintrc@2.0.3","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@8.41.0","MIT","https://github.com/eslint/eslint"
"@exodus/schemasafe@1.0.1","MIT","https://github.com/ExodusMovement/schemasafe"
"@fal-works/esbuild-plugin-global-externals@2.1.2","MIT",""
"@gar/promisify@1.1.3","MIT","https://github.com/wraithgar/gar-promisify"
"@heroicons/react@2.0.18","MIT","https://github.com/tailwindlabs/heroicons"
"@humanwhocodes/config-array@0.11.8","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/object-schema@1.2.1","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/schemas@29.4.3","MIT","https://github.com/facebook/jest"
"@jest/transform@29.5.0","MIT","https://github.com/facebook/jest"
"@jest/types@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@29.5.0","MIT","https://github.com/facebook/jest"
"@joshwooding/vite-plugin-react-docgen-typescript@0.2.1","MIT","https://github.com/joshwooding/vite-plugin-react-docgen-typescript"
"@jridgewell/gen-mapping@0.3.3","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.0","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.2","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.4.14","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/sourcemap-codec@1.4.15","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.18","MIT","https://github.com/jridgewell/trace-mapping"
"@juggle/resize-observer@3.4.0","Apache-2.0","https://github.com/juggle/resize-observer"
"@mdx-js/react@2.3.0","MIT","https://github.com/mdx-js/mdx"
"@ndelangen/get-tarball@3.0.9","MIT","https://github.com/ndelangen/download-tarball"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/fs@2.1.2","ISC","https://github.com/npm/fs"
"@npmcli/move-file@2.0.1","MIT","https://github.com/npm/move-file"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@protobuf-ts/grpcweb-transport@2.9.0","Apache-2.0","https://github.com/timostamm/protobuf-ts"
"@protobuf-ts/plugin-framework@2.9.0","(Apache-2.0 AND BSD-3-Clause)","https://github.com/timostamm/protobuf-ts"
"@protobuf-ts/plugin@2.9.0","Apache-2.0","https://github.com/timostamm/protobuf-ts"
"@protobuf-ts/protoc@2.9.0","Apache-2.0","https://github.com/timostamm/protobuf-ts"
"@protobuf-ts/runtime-rpc@2.9.0","Apache-2.0","https://github.com/timostamm/protobuf-ts"
"@protobuf-ts/runtime@2.9.0","(Apache-2.0 AND BSD-3-Clause)","https://github.com/timostamm/protobuf-ts"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@redocly/ajv@8.11.0","MIT","https://github.com/ajv-validator/ajv"
"@redocly/openapi-core@1.0.0-beta.128","MIT","https://github.com/Redocly/redocly-cli"
"@remix-run/router@1.6.2","MIT","https://github.com/remix-run/react-router"
"@rollup/pluginutils@4.2.1","MIT","https://github.com/rollup/plugins"
"@sinclair/typebox@0.25.24","MIT","https://github.com/sinclairzx81/typebox"
"@stability/app@0.0.0","MIT",""
"@stability/sdk@0.0.0","MIT",""
"@storybook/addon-actions@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-backgrounds@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-controls@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-docs@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-essentials@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-highlight@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-interactions@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-links@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-measure@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-outline@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-styling@1.0.8","MIT","https://github.com/storybookjs/addon-styling"
"@storybook/addon-toolbars@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-viewport@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/api@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/blocks@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/builder-manager@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/builder-vite@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/channel-postmessage@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/channel-websocket@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/channels@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/cli@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/client-logger@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/codemod@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/components@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/core-client@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/core-common@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/core-events@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/core-server@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf-plugin@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf-tools@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf@0.1.0","MIT","https://github.com/ComponentDriven/csf"
"@storybook/docs-mdx@0.1.0","MIT","https://github.com/storybookjs/docs-mdx"
"@storybook/docs-tools@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/global@5.0.0","MIT","https://github.com/storybookjs/global"
"@storybook/instrumenter@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/manager-api@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/manager@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/mdx2-csf@1.1.0","MIT","https://github.com/storybookjs/csf-mdx2"
"@storybook/node-logger@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/postinstall@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/preview-api@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/preview@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/react-dom-shim@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/react-vite@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/react@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/router@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/telemetry@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/testing-library@0.0.14-next.2","MIT","https://github.com/storybookjs/testing-library"
"@storybook/theming@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@storybook/types@7.0.18","MIT","https://github.com/storybookjs/storybook"
"@swc/core-darwin-arm64@1.3.61","Apache-2.0 AND MIT","https://github.com/swc-project/swc"
"@swc/core@1.3.61","Apache-2.0","https://github.com/swc-project/swc"
"@tailwindcss/typography@0.5.9","MIT","https://github.com/tailwindcss/typography"
"@tanstack/query-core@4.29.11","MIT","https://github.com/tanstack/query"
"@tanstack/react-query@4.29.12","MIT","https://github.com/tanstack/query"
"@testing-library/dom@8.20.0","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/user-event@13.5.0","MIT","https://github.com/testing-library/user-event"
"@tootallnate/once@2.0.0","MIT","https://github.com/TooTallNate/once"
"@trysound/sax@0.2.0","ISC","https://github.com/svg/sax"
"@types/aria-query@5.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.20.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/detect-port@1.3.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/doctrine@0.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ejs@3.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/escodegen@0.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.51","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.17.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/extend@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/find-cache-dir@3.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/flexsearch@0.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@8.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@2.3.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/is-ci@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/js-cookie@2.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json5@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.14.195","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/long@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
